customer_id,age,income,tenure_months,num_products,transaction_frequency,transaction_amount,transaction_change_3m,days_since_last_transaction,app_logins,product_usage_days,complaints,support_calls,email_click_rate,last_login_days,push_notification_open_rate,salary_change,relocation,job_change,competitor_offer_seen,price_sensitivity_score,churn
C00024,19,78564.91382688649,94,1,11,3918.41312810731,0.03589707335357737,30,10,2,1,0,0.8799282604548765,16,0.5186086154676904,0.05650554971688576,0,0,0,0.7370215483213336,0
C00025,38,50069.36529036062,37,1,18,6828.027654063123,0.5420974586324464,47,9,24,0,1,0.934730717130536,81,0.9151257841807784,0.4845298774615891,0,0,1,0.5274048831746198,1
C00026,50,36930.151480304325,19,3,14,3264.3960294792378,-0.29040741344657484,61,15,16,1,0,0.3650913267057696,46,0.6426851710770792,-0.19168768175177175,0,1,0,0.7161853942349935,1
C00027,29,65356.872757326666,51,2,9,7807.594549021787,-0.2983705117397099,84,14,14,1,0,0.11281967185127706,21,0.7558376319798712,0.352575896515517,0,0,0,0.9719361346199962,0
C00028,39,43529.30058748301,100,4,14,2132.672449697856,0.6461021856954452,7,17,29,0,2,0.6442567794984839,28,0.7431570044350482,0.14588250433877623,0,0,0,0.651475419242277,0
C00029,61,49634.947222775954,34,2,16,10535.322477498481,-0.6120376401217901,54,18,27,1,0,0.5317982690380093,69,0.7615573471599913,0.4190763791159794,0,0,1,0.9714305941041107,1
C00030,42,86505.52180874076,71,4,14,4155.958904103227,-0.6339550057976787,108,16,13,2,2,0.112436878452842,2,0.9780246945780996,-0.013548603512616593,0,0,0,0.7753714812027385,1
C00031,66,76542.30857131536,60,2,16,2403.3923431097946,0.31533556349296,20,15,2,0,0,0.39241499698167026,63,0.19841646500572663,-0.22709337324635345,1,0,0,0.6501803802113487,0
C00032,44,63159.48624502903,109,4,10,3661.8387189969962,-0.054356243749266224,16,11,1,0,1,0.7502219754013888,29,0.42611784312577017,0.19778782928069974,0,0,0,0.5386678188421384,0
C00033,59,34561.61997774554,84,3,15,4376.143353901557,0.34770454545906554,2,18,5,2,0,0.11714519250844901,20,0.20700606011815503,-0.2606245765519657,0,0,0,0.2755353323753519,0
C00034,45,64227.93134941318,53,2,10,3872.911160413617,-0.10735794998737253,10,14,20,0,2,0.8963581464382815,40,0.8303495149346575,0.16331433729333997,0,0,1,0.7234975330228409,0
C00035,33,81253.14581575053,12,5,6,5711.774498301662,-0.46121088108512504,105,18,20,1,2,0.7229736021556559,7,0.2746081342190403,0.3311735690948583,0,0,0,0.48794743674794283,1
C00036,32,52487.32668468929,62,5,11,5569.101839876976,0.34439287013255737,116,21,11,2,0,0.6938998721691277,5,0.10207653042230358,0.12711925690515716,0,0,0,0.04779655444482178,0
C00037,64,87022.28179973431,96,4,9,11350.407056637127,-0.7375114364114554,99,18,3,1,1,0.18882216271184527,49,0.9527010136202684,0.20719939141004065,0,0,0,0.754186226832401,1
C00038,68,85854.90579036414,66,3,18,5174.387150282839,-0.0832606883610838,43,20,25,0,1,0.8451580984474315,73,0.7090391201765692,0.3834312767015934,0,0,0,0.6308350107044449,0
C00039,61,93274.65664286946,86,4,13,2348.9810379964683,-0.06615725932457384,28,14,17,0,1,0.8029998982164008,55,0.18724823771236865,0.4986992287511013,0,0,1,0.23063010248003923,1
C00040,69,66104.86253062706,105,3,10,4654.856720153325,-0.675315169038856,10,19,6,0,2,0.8646435165236651,11,0.6695118909739615,0.27256411240199674,0,1,1,0.18198545231981977,1
C00041,20,71747.83399612024,48,1,9,5275.0566064078175,-0.41338958213114446,77,14,4,0,1,0.47525928414120266,4,0.4395844507435406,0.16296619620450586,0,0,0,0.37314108781630895,1
C00042,54,88283.7457666218,40,2,14,3979.8944626869406,-0.3840457202214859,22,15,25,2,1,0.009355623881413644,22,0.06980711292366104,0.4197140223774116,0,0,1,0.11713228091240224,0
C00043,68,68947.8787413795,24,3,18,6283.450438177053,0.6287846367026537,34,12,14,1,0,0.2472488601252708,29,0.1965881603852323,0.272436243402839,0,1,0,0.3859758736565604,0
C00044,24,49975.31784419574,50,4,10,6537.634580511819,0.02022403597294762,16,18,20,1,1,0.25410610596873895,9,0.6011769297677183,0.43583424637549,0,0,1,0.2843368039756481,0
C00045,38,51029.14326944278,95,1,6,3728.4948448602186,0.2732218949015026,72,11,21,0,1,0.28474233561764095,61,0.9009286149497941,0.12283030649489012,0,1,0,0.9922533236254963,1
C00046,26,64771.09907547478,68,4,18,4295.126015600934,-0.7121451645249244,84,15,4,1,1,0.24646009655051881,46,0.7346667819137312,0.14315081243568398,0,0,0,0.5455340484211137,1
C00047,56,34188.77156107563,88,5,10,1187.1522348652563,-0.6344318382863391,74,13,25,2,1,0.9232262086302092,17,0.6348577305088118,0.14144877294526206,0,0,0,0.4669488548904611,1
C00048,35,57134.82169271615,43,5,16,3258.964178878259,0.10139233850740333,55,12,9,0,0,0.8974905965337828,43,0.4681206112929521,-0.16824490495106034,0,0,0,0.8871187077024522,0
C00049,21,81930.94236460507,17,2,10,4467.137811157717,0.5361865612976731,64,11,28,0,2,0.9172559665410268,5,0.5226656244273421,0.17212785459560556,0,0,0,0.9119675987281384,0
C00050,42,16174.922976694379,104,2,11,5281.9342946044135,-0.7152308353233772,93,20,18,3,0,0.20457552362437836,76,0.0427964976698606,-0.01532636854586948,0,0,1,0.20375833206667548,1
C00051,31,90689.6420358903,83,1,19,4729.920900362228,0.7735571517771377,113,18,10,0,0,0.7584658066686705,35,0.5556177573269457,0.39759702559751386,0,0,0,0.12836668038577004,0
C00052,67,82447.48437406319,104,5,11,3316.389607559429,0.6167076063252633,114,16,1,1,0,0.6476621094551771,72,0.12221801091950857,0.1804715456317901,0,0,0,0.7989228148584918,1
C00053,26,50804.70768339047,102,3,16,7213.982308897278,0.5970337297847573,116,15,4,1,2,0.6449988564126843,79,0.9786636327145065,-0.23140094393170327,0,0,0,0.19028090656270058,1
C00054,43,70867.81655743619,55,5,11,7014.818426094858,-0.7861215305394895,53,10,26,2,1,0.21984590217368005,20,0.36056449041296335,-0.17431023112454305,0,1,1,0.43664912119307386,1
C00055,19,60062.954538126534,34,2,14,7210.709272560106,-0.1497721878875396,42,17,11,1,0,0.5080609255249168,46,0.45035981279890736,-0.04407314202983998,0,0,0,0.19834878721753513,0
C00056,37,84599.80736877366,111,4,13,8100.833204382241,0.4732233816301548,30,19,21,1,0,0.7126859445480191,76,0.8139731887323036,0.23161168153182002,0,0,0,0.8773120671994411,0
C00057,45,79653.66285539883,97,1,11,3030.984636068601,0.4137672795400182,60,19,21,3,0,0.47234371437224865,68,0.4872856225747555,0.016467379266804756,0,0,0,0.5373689679529517,1
C00058,64,31998.585536339815,70,5,11,5858.02329990607,-0.24697446461301453,88,12,23,1,2,0.8842942152043217,65,0.33290442274380505,-0.2490838179723562,1,0,0,0.913217446952133,1
C00059,24,71745.24826928353,60,3,17,6825.026719965771,0.6042236217369882,2,9,4,3,1,0.25718716847752565,1,0.14580276770940614,0.26206848469329536,0,0,1,0.17196730308519503,1
C00060,61,55887.442927135045,51,3,12,9542.762665052753,0.21769544472494096,34,25,2,0,2,0.38773518373173843,26,0.569781153749743,-0.21557430835827915,0,0,0,0.9805721056238597,0
C00061,25,61656.651410362,100,3,15,7993.237900860507,0.7903200542531397,42,10,20,2,1,0.8121103064742701,40,0.9509511785769018,0.48346190340537426,0,1,0,0.9863266187214773,0
C00062,64,45436.56198060369,77,1,10,4487.172802429256,-0.26444001686205215,21,19,1,1,1,0.8549524458067336,7,0.7029273509000251,0.44611563268411225,0,0,1,0.9532685093857813,0
C00063,52,94962.7413824167,111,3,9,1821.3690361594593,0.22967624016339983,34,18,9,0,2,0.06761957080154346,16,0.21757894765125207,-0.004237024523921623,0,0,0,0.08588930226393321,0
C00064,31,80801.23639805152,73,3,11,2580.2343361589024,-0.12081471390899329,32,10,27,1,1,0.07024762604455626,55,0.6234900071738295,-0.20542988086765462,1,0,1,0.7744076510516531,1
C00065,34,45204.57672054065,35,5,9,6345.471815101864,0.23608719233203193,30,12,9,1,1,0.8516072921638538,66,0.27589078127576294,0.23360953495065773,0,0,0,0.022015985503357594,0
C00066,53,33307.78786179535,34,1,13,5124.2071078873105,-0.38436936434129854,64,13,20,1,2,0.3943467613109276,29,0.5596960898508193,-0.03265123783951151,0,0,0,0.656342711827123,0
C00067,67,52286.54738044304,16,4,10,3605.2440698445316,-0.18803760250648802,78,13,21,2,3,0.1779147884561756,18,0.8718382753862376,0.44418988751357985,0,0,0,0.5996457113921962,0
C00068,57,68690.05292182612,82,4,9,1026.6502062548159,0.6915675047985315,19,17,13,1,2,0.3686415610076734,69,0.3231999713806111,0.4574283971000101,0,0,0,0.5784399081458934,0
C00069,21,64804.11687892446,18,3,18,6772.210263765444,-0.33750441087048594,30,13,10,1,1,0.07163457095556525,17,0.9815543138613142,0.07299501141726641,0,0,1,0.07975545130070871,0
C00070,19,85062.65649536486,38,2,15,2694.3417380346623,0.193125815898064,58,13,25,0,3,0.925086240939656,22,0.4534136836425742,0.0668140496171062,0,0,1,0.7939188156496084,0
C00071,23,75798.39444361704,114,1,5,7833.804613933004,0.6697419668099974,41,8,10,2,2,0.2524899394611826,30,0.18827410964124525,-0.16473273216394035,0,0,1,0.27131315751038465,0
C00072,59,79391.38051505813,43,2,10,3001.232395194236,-0.03036701869372287,27,15,17,0,0,0.11971784540793518,76,0.15160366962723038,0.4902366806903881,0,0,0,0.8075243778386205,0
C00073,21,66537.10801220874,32,1,8,4110.775184644856,0.31214941599489116,16,23,5,4,1,0.0587292352729315,32,0.2119384766417438,-0.1571830784873838,0,0,1,0.22484697208456494,1
C00074,46,32214.02539578019,7,1,10,3666.402467468194,0.39687697379214043,25,10,13,0,2,0.06741526154256583,46,0.4699579360211429,0.4052804416245438,0,0,0,0.8663954193311391,0
C00075,35,56086.02937706197,87,5,11,6268.27044020775,0.07057577235188717,118,16,22,1,0,0.7445138786581003,26,0.4652345784351245,-0.0557518844144721,0,0,0,0.8946417366493078,0
C00076,43,81201.79479817332,87,3,9,3657.2501282394887,-0.19374530280623736,89,21,27,2,0,0.6054988530175579,39,0.43836863518605806,-0.07624447300360308,0,1,1,0.19290322920769465,1
C00077,61,58969.54142950708,46,5,16,4577.388562040889,0.4934816711564864,88,11,13,0,0,0.05264651512568852,86,0.9148971410586035,-0.14406160877422794,0,0,1,0.43863705903202244,1
C00078,51,70061.80737247494,61,2,5,4300.743652614795,0.08658739396576412,61,20,1,0,0,0.6189654881718911,22,0.43024088089194623,0.4686187561902689,0,0,1,0.7428488311207355,1
C00079,27,53625.033695077334,18,2,18,3243.0147888036513,-0.6141803426457637,67,13,13,0,1,0.8373450944199893,31,0.1785291281462852,0.10033426447954671,0,0,0,0.4033629282716549,1
C00080,53,39403.7630291631,71,4,16,5031.502673452581,0.599271420787509,88,11,29,3,2,0.02495991045574497,69,0.04645636299154399,-0.05454314258354189,0,0,0,0.0896108875884013,1
C00081,31,57533.11871907779,106,5,11,5529.9300946601115,-0.32408825112208905,11,17,5,0,0,0.12027265241161444,12,0.8534867845802174,0.11775930696230764,0,0,1,0.719313536113684,0
C00082,48,66180.94886065308,40,5,12,6409.354564384426,-0.010493064769645954,32,21,4,0,3,0.6180646377126637,84,0.7529557826815727,0.47410140054176003,0,0,1,0.9950516997302552,1
C00083,65,46886.245610771126,88,5,11,6221.3348571880915,-0.4579096181946081,87,19,22,1,0,0.186451724893687,16,0.5715134228121228,-0.12597095421297932,0,0,0,0.873390789989783,1
C00084,32,55285.77510286663,78,4,17,6435.602356809479,-0.011745645359227909,76,18,18,0,2,0.07489443949175334,84,0.18426757505269442,-0.08967718920274056,0,1,0,0.09677325512402968,1
C00085,25,41210.73516028035,50,5,18,1458.5944907672306,-0.5931957920748591,103,20,12,0,0,0.732881031929471,12,0.5677459661158608,0.3055879743340025,0,0,0,0.1213709663960203,1
C00086,31,82384.89835128192,5,5,11,4954.523426893431,0.10602073360877036,85,22,19,2,1,0.5321509643099109,58,0.3227519301865108,-0.1208675320673177,0,1,0,0.07466279200418757,1
C00087,40,54110.88484823932,110,5,10,3211.1126920833817,0.03644857709671001,37,18,22,2,1,0.4051726398699971,45,0.379202190434091,0.07306086285157083,0,1,0,0.9799041905731851,0
C00088,57,89055.11090252367,54,5,17,5019.956948363967,0.5094622800759545,52,16,6,0,0,0.3197622736161285,36,0.38502244599599234,0.3890226330679821,0,0,0,0.44400725438472954,0
C00089,38,90574.95701081817,86,2,9,5278.587497840615,0.09583922385637518,34,16,24,1,1,0.6179944961329791,63,0.8397491687719602,0.4368316196056063,0,0,0,0.552199810870045,0
C00090,33,58379.080705565124,58,3,11,5415.556632404177,-0.14600979606890885,85,17,25,0,2,0.35652156590881046,30,0.7424876851399583,-0.04806332352081257,0,0,1,0.6886277644790282,1
C00091,62,39831.02534905301,22,2,14,1791.6320749800927,-0.05386273495492269,90,12,16,1,3,0.5045331077119891,30,0.010181057647394076,0.4955953178185938,0,0,0,0.3422588493970995,0
C00092,35,18282.042445333256,74,5,8,9787.107848466756,0.16757474223894742,100,20,4,0,1,0.18584606010553129,51,0.5235328260289563,-0.09488148026617774,0,0,1,0.11835158390539113,1
C00093,64,30559.25853946417,90,1,12,9603.895770334879,0.543325164017744,113,15,25,1,0,0.8950976052876006,4,0.8027091270798377,-0.27334438010076373,0,0,1,0.19694283254568345,1
C00094,41,32523.3035020268,79,1,16,3754.592542521554,-0.7332300324581562,50,10,19,1,0,0.10251656661665676,80,0.02904832727779294,-0.0047605481032648896,0,0,0,0.8561772774333497,1
C00095,43,87569.39254923009,38,4,14,2773.3850359589355,0.6825512482040241,34,8,22,1,1,0.052784695215157496,8,0.0232117373720917,0.38381922584931777,0,0,1,0.8076810135764236,0
C00096,42,62316.49174453892,105,2,11,10683.868891079874,-0.6657883106627713,9,17,10,0,2,0.4552443565869646,79,0.7304379169356957,0.004782612901153744,0,0,0,0.007058614285187725,1
C00097,62,67792.09048183975,106,4,10,7213.9415928831595,-0.2484798878481307,82,17,25,2,1,0.8759312962926439,41,0.23949591869824627,0.3814152142782731,0,0,0,0.6921170696566076,1
C00098,58,15591.57982129748,119,4,12,6497.7078607267795,-0.2621131368428083,108,11,18,2,1,0.742037720707222,39,0.04543382317342859,0.19956251184850574,0,0,0,0.5960466207453291,0
C00099,46,36040.67141565477,49,1,8,2550.964533124878,0.050797076464447956,42,17,19,0,2,0.05630009902783384,56,0.6801953319474676,-0.09906134399441713,0,0,0,0.2585025093377822,0
C00100,32,77741.59552892574,1,2,21,8223.370045430398,-0.23254179868839203,39,15,14,2,1,0.9018425616592313,14,0.5946867555192146,-0.135312941004324,0,0,1,0.8040682284647338,0
C00101,62,65735.48224765173,78,3,12,3262.7769535271354,-0.4491677360449442,30,17,10,2,1,0.2110896204454188,58,0.06861983652418735,0.025447122228965953,1,0,1,0.8137257774487343,1
C00102,18,57055.894426288054,36,2,14,4629.2648958391355,-0.4105214924871488,3,21,3,1,1,0.5113065881452414,64,0.538888257120853,0.2817543746891612,0,0,0,0.9567791110144547,1
C00103,42,71296.84717200245,95,4,11,7754.299485661363,0.7764719444097864,114,19,5,0,0,0.28801349125081277,10,0.8709128857475136,0.14851248063472577,0,0,0,0.9191342220348124,0
C00104,24,92715.9561227163,28,5,8,4176.438477899062,0.5386279297622324,2,20,11,1,1,0.18906513641380562,80,0.12335884867337965,-0.08896591029772913,0,0,0,0.9244176069934902,0
C00105,26,55579.15072925899,98,4,11,5466.03493609252,0.4887562549044548,67,14,3,0,0,0.6255664208558043,73,0.09533079512993503,0.2561777457116054,0,0,1,0.4893044493158035,1
C00106,41,61387.39605316139,35,2,7,7349.92220701735,-0.1291663880153809,79,12,2,1,2,0.6656618356824284,44,0.20626600285304442,-0.25235336562252425,0,0,0,0.6981268294519596,1
C00107,18,63851.9383746261,60,1,7,2578.071727055506,0.6978925011493295,105,17,7,2,0,0.5393897563928968,26,0.9519277749257969,0.14294425931943613,0,1,1,0.7960447522372149,1
C00108,61,107842.19270547986,103,2,12,7323.634607408312,-0.6996535878174058,67,21,25,1,1,0.14304792605087913,19,0.4467862676243236,0.4566406047577669,0,1,0,0.9425263211897071,1
C00109,25,18012.87471161949,62,3,10,8214.422298036166,-0.5994991592360218,102,9,5,2,3,0.5359134878126544,56,0.9561565618710093,-0.023903953193479283,1,0,0,0.5808706183172538,1
C00110,41,73664.46029577615,87,5,10,4862.3570338333,-0.4052460531080788,107,11,20,3,0,0.5366157776445777,82,0.7181221016303284,-0.1217870541782794,0,0,0,0.25038220914764875,1
C00111,28,57703.95502481873,46,5,7,7466.31447844137,0.2267115292827409,98,16,20,0,1,0.42967147250182625,49,0.5319480792107288,0.35021681479713884,0,0,0,0.9936680811959759,1
C00112,68,71335.4345236836,108,4,12,3447.780342277095,-0.5330312059577843,17,12,1,1,0,0.9961855440988218,54,0.6289591558991522,-0.1762821715984681,0,0,1,0.9349463428922101,1
C00113,34,46852.54892010551,83,2,9,1926.6799650173589,-0.2624015107206633,63,17,25,1,0,0.87506345195866,79,0.9854039750742097,-0.17888157502062949,0,0,0,0.10928858527365504,1
C00114,25,59020.69938283099,82,1,10,1037.0967171017114,-0.5164528698321872,3,8,15,0,0,0.8246543440429042,82,0.0755178702690602,0.2743942200491335,0,0,0,0.12563781749133507,1
C00115,52,74228.21158930991,79,3,19,6026.325615808107,0.47946456892386585,71,17,16,2,0,0.3881292482847225,12,0.27341441319211734,-0.008900184139844098,0,0,0,0.9683567632060794,0
C00116,52,122258.20402087683,61,4,12,5905.952437942374,0.6546959301621178,95,19,15,0,1,0.6598995382295892,39,0.9764357426094014,0.04052556629875802,0,0,0,0.6579847954828164,0
C00117,50,76160.72378804143,65,2,14,3830.7756075535704,0.5606567544988311,10,15,15,2,1,0.910913680668862,84,0.5969924980377207,0.25210237119975354,0,0,1,0.4063438473535186,1
C00118,22,43038.688039389825,89,1,9,7343.737131794838,-0.7562872213222835,115,14,29,1,0,0.7182935454188349,52,0.5987191296396726,0.2630198949736642,0,0,1,0.9320803610840616,1
C00119,59,51524.80635954594,26,2,13,3710.194181116421,-0.2924731889741134,99,17,27,0,0,0.3800279331318349,38,0.6566350392481659,-0.033252944656295885,0,0,0,0.037152738663211116,0
C00120,56,50931.717832322924,35,1,10,2516.520500211708,0.22013187659933442,92,12,25,2,2,0.48235457862829756,38,0.9245791871230258,0.40731352748079774,1,0,0,0.5002928564240748,0
C00121,58,24087.1365473997,57,2,13,3103.1600597601505,-0.7988898976894208,55,16,13,2,1,0.9685640965841904,53,0.8358210225059142,-0.01934427617565386,0,0,1,0.6477803057312195,1
C00122,45,53398.196165971254,79,2,9,7823.603299891352,0.3941744977078191,119,18,15,0,1,0.07376843859208304,73,0.3657075423954623,-0.03669409732483639,0,0,0,0.00811806575435614,1
C00123,24,74656.5816364349,63,4,18,6682.994187102421,0.5900531308792981,20,18,1,3,2,0.2055709058351427,36,0.07226109279700021,-0.08923175195874397,0,0,0,0.26926444266311655,0
C00124,26,34515.3576184641,4,2,12,4664.812644887817,-0.6758704207787427,1,11,14,1,0,0.8999804833597168,69,0.8566278613453613,-0.1255092797551631,0,0,1,0.6151607493348646,1
C00125,25,80969.65302101185,79,2,10,4460.488299836557,-0.11004514594219401,42,13,3,2,1,0.0910789090646058,84,0.055330667193996375,-0.19165219068396375,0,0,0,0.010180931157630413,0
C00126,29,69755.49642168677,42,4,21,3866.6469412813944,-0.3154853135097824,13,16,6,0,2,0.6058732411642649,1,0.7539093925370733,0.26562725455264596,1,0,0,0.9098489666345552,0
C00127,51,45315.333560579245,102,4,10,200.0,0.715102959187602,8,15,1,1,0,0.6135632897305189,85,0.8680134698774008,-0.16519909817741246,0,0,0,0.879295276765183,0
C00128,50,57169.40725324305,45,5,14,1801.2200716487437,-0.2804244660498606,24,15,5,3,1,0.13260575092420668,25,0.3261041083718792,-0.05655735700468758,0,0,0,0.8656126604533975,0
C00129,65,91966.43615282066,39,5,17,4721.257291982039,0.12949862035693727,22,14,19,1,0,0.20968184936051915,29,0.023432486924867768,0.3262764167939648,0,0,0,0.00017342867283998142,0
C00130,40,74670.95627011731,118,4,11,6179.753981765447,-0.7855032882407535,91,13,3,2,0,0.19084482252687662,14,0.7539643821410876,0.2488938452153897,0,0,0,0.5097533871913349,1
C00131,41,60175.67309796296,65,3,16,4345.6362859876235,0.5385642576875507,47,12,14,2,2,0.8273378795502133,78,0.047579174956284276,0.18506716633977152,0,0,1,0.8550665282570585,1
C00132,54,55246.333660780314,22,1,10,1897.9784619835777,-0.7531417527959677,33,19,1,1,1,0.6636891632115809,89,0.8901230845153646,0.4058057454138471,0,0,0,0.6542879575751946,1
C00133,52,61532.18140903319,11,4,13,8252.049035266993,0.11077097875628628,60,18,26,1,3,0.589202719587039,59,0.06294534116699912,0.013943230599133766,0,0,0,0.0950358663778943,0
C00134,61,49764.728841153934,110,5,13,2256.885710519432,0.38514107334996056,26,11,2,1,2,0.9892455892829422,13,0.8238198443989843,0.15417011751125434,0,0,1,0.6120838255482514,0
C00135,57,17905.009885619707,102,2,13,5033.092994744267,-0.165401500667487,44,25,8,1,2,0.7092221703200446,35,0.4703443314907684,-0.004143560723252432,1,0,0,0.6407554322260336,0
C00136,39,100843.55821069462,37,4,13,5318.041338176032,-0.7493324308378759,3,14,8,3,1,0.9442316068147297,88,0.9328609131123423,-0.07048192858781152,0,0,0,0.5355528731530197,1
C00137,44,63106.499983988026,115,4,11,9690.548253511823,0.6411532581650736,60,19,6,2,5,0.444188874042166,52,0.8185223983203626,0.3016893422625064,0,0,1,0.9441166959076526,1
C00138,52,67962.94530245074,90,5,13,3112.167433913493,-0.21428127941752406,94,20,10,0,0,0.8104849662361021,30,0.15343703017056265,0.16273784816639902,0,1,0,0.22551007615708818,0
C00139,18,58841.84500246183,51,5,11,5092.875457306531,-0.05414248145084919,102,18,1,1,0,0.2806092085657742,35,0.5219679987521718,0.13512314091757624,1,0,1,0.5980822911752278,1
C00140,52,45297.66398550824,91,3,6,5357.064062821475,0.5009286327734553,10,12,17,2,1,0.2807459521778455,12,0.6776141061847871,0.3274731090545054,0,1,0,0.4005809597106602,0
C00141,54,56281.510381024586,58,5,12,2725.956627309421,0.2570700732797883,6,15,14,0,0,0.8232750841852243,13,0.39687241224117653,0.12464066624029793,1,1,0,0.422312472968813,0
C00142,64,28012.104756113775,77,5,6,5604.082832195638,-0.2794081587058015,17,14,25,0,0,0.8643679565957391,36,0.7923905975566021,0.33153309615824644,0,0,0,0.08205191142614543,0
C00143,31,105541.72996106608,7,5,12,4127.127624981548,0.06502522056575603,59,16,12,2,2,0.3846660855555505,30,0.2564658087651621,0.04041045452232191,0,0,0,0.40192224507904717,0
C00144,20,35309.76003155208,8,2,11,4380.057725092722,-0.6496578082901752,7,21,20,0,0,0.1314619143910256,20,0.1658270475395981,-0.1740988619566284,0,0,0,0.856912040895502,0
C00145,18,39360.67432305641,110,4,17,3554.4222323466506,-0.030128338797475077,14,18,7,1,1,0.3337810766218591,48,0.39823966509082587,-0.2517437343453102,0,1,0,0.020304286946669303,0
C00146,22,51194.81591227199,51,4,17,7354.608283946644,-0.1147513365750955,98,19,5,0,1,0.1843532640938088,12,0.6085315223167965,0.3707587539683748,0,1,0,0.31653693187581033,0
